,ds,yhat,adjusted_yhat
5444,2024-10-11,194.29427628968554,171.42427628968554
5445,2024-10-14,194.28311596231075,171.41311596231074
5446,2024-10-15,194.28209456310552,171.4120945631055
5447,2024-10-16,194.2720647214971,171.40206472149708
5448,2024-10-17,194.2437193155626,171.3737193155626
