,ds,yhat,adjusted_yhat
11434,2024-10-10,227.5159443968465,201.8159443968465
11435,2024-10-11,226.8313950827541,201.13139508275412
11436,2024-10-14,226.3144610671988,200.61446106719882
11437,2024-10-15,225.11463009399904,199.41463009399905
11438,2024-10-16,223.98389778647734,198.28389778647735
