,ds,yhat,adjusted_yhat
5446,2024-10-15,194.61299137731763,194.61299137731763
5447,2024-10-16,194.61298861796988,194.61298861796988
5448,2024-10-17,194.61298816409715,194.61298816409715
5449,2024-10-18,194.63367637203558,194.63367637203558
5450,2024-10-21,194.56546231949628,194.56546231949628
